ProjectID,MonthStart,BudgetEUR,ActualEUR,CommittedEUR,EAC_EUR,CostDriver,Currency
PRJ00013,2026-11-01,7099707,7350650,7873071,50010812,Inflation/Materials,EUR
PRJ00013,2026-12-01,697840,703544,703544,49952152,Inflation/Materials,EUR
PRJ00014,2025-07-01,995,893,8833880,16677100,Scope Change,EUR
PRJ00014,2025-08-01,42892,49029,7446940,15371171,Scope Change,EUR
PRJ00014,2025-09-01,138045,166364,11054213,15926326,Scope Change,EUR
PRJ00014,2025-10-01,274900,287414,9830375,16366809,Scope Change,EUR
PRJ00014,2025-11-01,441900,474576,8378172,16353189,Scope Change,EUR
PRJ00014,2025-12-01,627491,713260,10291212,16383583,Scope Change,EUR
PRJ00014,2026-01-01,820118,946136,8578137,16213401,Scope Change,EUR
PRJ00014,2026-02-01,1008224,1150871,6939990,16186118,Scope Change,EUR
PRJ00014,2026-03-01,1180255,1392313,8453713,16058602,Scope Change,EUR
PRJ00014,2026-04-01,1324656,1488545,8286569,16636302,Scope Change,EUR
PRJ00014,2026-05-01,1429871,1474426,4912234,16384165,Scope Change,EUR
PRJ00014,2026-06-01,1484345,1559915,4645672,15961820,Scope Change,EUR
PRJ00014,2026-07-01,1476523,1497624,3965772,16073462,Scope Change,EUR
PRJ00014,2026-08-01,1394849,1463591,3647168,15874571,Scope Change,EUR
PRJ00014,2026-09-01,1227767,1426408,2710181,15999439,Scope Change,EUR
PRJ00014,2026-10-01,963724,978176,1359874,15828815,Scope Change,EUR
PRJ00014,2026-11-01,591164,719857,789069,15897087,Scope Change,EUR
PRJ00014,2026-12-01,98530,97671,97671,15887069,Scope Change,EUR
PRJ00015,2023-05-01,1484,1444,31319382,55140857,Inflation/Materials,EUR
PRJ00015,2023-06-01,17843,18148,24297619,49013215,Inflation/Materials,EUR
PRJ00015,2023-07-01,51134,52445,30586681,52621426,Inflation/Materials,EUR
PRJ00015,2023-08-01,99929,113691,33924492,53091695,Inflation/Materials,EUR
PRJ00015,2023-09-01,162802,157468,22138469,51545616,Inflation/Materials,EUR
PRJ00015,2023-10-01,238325,232176,31773446,52436089,Inflation/Materials,EUR
PRJ00015,2023-11-01,325073,331704,26481733,52661131,Inflation/Materials,EUR
PRJ00015,2023-12-01,421619,472120,37647843,51187086,Inflation/Materials,EUR
PRJ00015,2024-01-01,526535,598721,23815808,51984957,Inflation/Materials,EUR
PRJ00015,2024-02-01,638396,694420,24421301,53938817,Inflation/Materials,EUR
PRJ00015,2024-03-01,755774,858387,34822845,54670948,Inflation/Materials,EUR
PRJ00015,2024-04-01,877242,1037951,27814110,53586641,Inflation/Materials,EUR
PRJ00015,2024-05-01,1001375,1078177,25356173,53928837,Inflation/Materials,EUR
PRJ00015,2024-06-01,1126746,1098607,31144603,54811557,Inflation/Materials,EUR
PRJ00015,2024-07-01,1251927,1316769,18890946,52072544,Inflation/Materials,EUR
PRJ00015,2024-08-01,1375492,1259483,29161730,53217511,Inflation/Materials,EUR
PRJ00015,2024-09-01,1496015,1648370,32232877,52636666,Inflation/Materials,EUR
PRJ00015,2024-10-01,1612068,1624777,31655683,53202500,Inflation/Materials,EUR
PRJ00015,2024-11-01,1722225,1846018,16703315,53095996,Inflation/Materials,EUR
PRJ00015,2024-12-01,1825060,1918133,22485107,52809414,Inflation/Materials,EUR
PRJ00015,2025-01-01,1919145,1956378,22243304,53209809,Inflation/Materials,EUR
PRJ00015,2025-02-01,2003054,2171093,26244415,53558003,Inflation/Materials,EUR
PRJ00015,2025-03-01,2075360,2172424,20843864,53450669,Inflation/Materials,EUR
PRJ00015,2025-04-01,2134637,2120055,12810976,52460495,Inflation/Materials,EUR
PRJ00015,2025-05-01,2179458,2056582,12062910,54058103,Inflation/Materials,EUR
PRJ00015,2025-06-01,2208396,2424226,16195165,52716746,Inflation/Materials,EUR
PRJ00015,2025-07-01,2220024,2069338,13028713,51756334,Inflation/Materials,EUR
PRJ00015,2025-08-01,2212916,2766699,16371552,52909065,Inflation/Materials,EUR
PRJ00015,2025-09-01,2185645,2614990,8898659,52697373,Inflation/Materials,EUR
PRJ00015,2025-10-01,2136785,1904896,9374894,52375469,Inflation/Materials,EUR
PRJ00015,2025-11-01,2064908,2326152,8483342,52185859,Inflation/Materials,EUR
PRJ00015,2025-12-01,1968588,2324237,7884255,53275264,Inflation/Materials,EUR
PRJ00015,2026-01-01,1846399,1842472,5102013,52995168,Inflation/Materials,EUR
PRJ00015,2026-02-01,1696913,1861883,4428510,52793486,Inflation/Materials,EUR
PRJ00015,2026-03-01,1518704,1589675,3402005,52752153,Inflation/Materials,EUR
PRJ00015,2026-04-01,1310346,1483673,3095197,52781668,Inflation/Materials,EUR
PRJ00015,2026-05-01,1070411,1083989,1801337,52567563,Inflation/Materials,EUR
PRJ00015,2026-06-01,797473,931034,1222323,52759084,Inflation/Materials,EUR
PRJ00015,2026-07-01,490105,512061,598776,52725716,Inflation/Materials,EUR
PRJ00015,2026-08-01,146881,150757,150757,52721623,Inflation/Materials,EUR
PRJ00016,2025-10-01,2116,1899,17715234,28318707,Design Rework,EUR
PRJ00016,2025-11-01,125873,141592,16412632,25631973,Design Rework,EUR
PRJ00016,2025-12-01,408851,492877,18773513,28849774,Design Rework,EUR
PRJ00016,2026-01-01,807055,975949,15881904,28387592,Design Rework,EUR
PRJ00016,2026-02-01,1276491,1425733,13134975,27846185,Design Rework,EUR
PRJ00016,2026-03-01,1773161,2285460,13069564,27783689,Design Rework,EUR
PRJ00016,2026-04-01,2253072,2316162,15406497,27513915,Design Rework,EUR
PRJ00016,2026-05-01,2672227,3116117,14056986,28741475,Design Rework,EUR
PRJ00016,2026-06-01,2986630,2774546,10857855,27771827,Design Rework,EUR
PRJ00016,2026-07-01,3152287,2312667,9236718,26325974,Design Rework,EUR
PRJ00016,2026-08-01,3125201,3182999,6734951,26559078,Design Rework,EUR
PRJ00016,2026-09-01,2861378,3024738,4774647,26423073,Design Rework,EUR
PRJ00016,2026-10-01,2316821,2537145,3772277,26513411,Design Rework,EUR
PRJ00016,2026-11-01,1447535,1520028,1622109,26321976,Design Rework,EUR
PRJ00016,2026-12-01,209524,232292,232292,26340207,Design Rework,EUR
PRJ00017,2025-05-01,3594,4241,40564215,62652242,Contractor Claims,EUR
PRJ00017,2025-06-01,129197,111496,29656072,66861773,Contractor Claims,EUR
PRJ00017,2025-07-01,412293,444838,40712539,64388905,Contractor Claims,EUR
PRJ00017,2025-08-01,822991,807912,27641785,63582829,Contractor Claims,EUR
PRJ00017,2025-09-01,1331397,1460223,31740479,61921578,Contractor Claims,EUR
PRJ00017,2025-10-01,1907620,2031044,26528843,63689962,Contractor Claims,EUR
PRJ00017,2025-11-01,2521768,2791686,36221495,65282748,Contractor Claims,EUR
PRJ00017,2025-12-01,3143948,3259929,22850100,64220474,Contractor Claims,EUR
PRJ00017,2026-01-01,3744268,4329862,27341025,61718056,Contractor Claims,EUR
PRJ00017,2026-02-01,4292836,5314772,24417891,65978529,Contractor Claims,EUR
PRJ00017,2026-03-01,4759760,5790679,27479082,63945827,Contractor Claims,EUR
PRJ00017,2026-04-01,5115146,5324154,27884028,66891014,Contractor Claims,EUR
PRJ00017,2026-05-01,5329104,5257559,22818662,64930946,Contractor Claims,EUR
PRJ00017,2026-06-01,5371740,5914961,14112573,64569246,Contractor Claims,EUR
PRJ00017,2026-07-01,5213163,6742406,14161012,65895132,Contractor Claims,EUR
PRJ00017,2026-08-01,4823480,5181653,9310820,65614829,Contractor Claims,EUR
PRJ00017,2026-09-01,4172799,4884612,7356114,65974634,Contractor Claims,EUR
PRJ00017,2026-10-01,3231227,3763244,4723623,65868324,Contractor Claims,EUR
PRJ00017,2026-11-01,1968873,2290549,2560325,66100802,Contractor Claims,EUR
PRJ00017,2026-12-01,355845,433229,433229,66139050,Contractor Claims,EUR
PRJ00018,2024-10-01,2376,2055,30336985,62497987,Contractor Claims,EUR
PRJ00018,2024-11-01,51988,46308,26407180,58971579,Contractor Claims,EUR
PRJ00018,2024-12-01,160040,190588,31373017,59711097,Contractor Claims,EUR
PRJ00018,2025-01-01,318819,305763,38490104,59980723,Contractor Claims,EUR
PRJ00018,2025-02-01,520615,571705,22522399,58799390,Contractor Claims,EUR
PRJ00018,2025-03-01,757717,926985,23467614,59967865,Contractor Claims,EUR
PRJ00018,2025-04-01,1022411,1017965,23834164,58970476,Contractor Claims,EUR
PRJ00018,2025-05-01,1306988,1609101,29591518,60451257,Contractor Claims,EUR
PRJ00018,2025-06-01,1603736,2154519,30775479,62180205,Contractor Claims,EUR
PRJ00018,2025-07-01,1904942,2370711,33576164,59505239,Contractor Claims,EUR
PRJ00018,2025-08-01,2202896,2636031,22870911,61284930,Contractor Claims,EUR
PRJ00018,2025-09-01,2489886,3102666,31002169,61238633,Contractor Claims,EUR
PRJ00018,2025-10-01,2758200,3190627,30963859,61241797,Contractor Claims,EUR
PRJ00018,2025-11-01,3000128,3735209,20397285,60522902,Contractor Claims,EUR
PRJ00018,2025-12-01,3207957,2732615,17483272,62017686,Contractor Claims,EUR
PRJ00018,2026-01-01,3373976,3595029,25623260,61637679,Contractor Claims,EUR
PRJ00018,2026-02-01,3490473,4035795,17296041,60477066,Contractor Claims,EUR
PRJ00018,2026-03-01,3549738,3781998,13047066,60901315,Contractor Claims,EUR
PRJ00018,2026-04-01,3544058,5551639,18875525,61453246,Contractor Claims,EUR
PRJ00018,2026-05-01,3465722,3614009,13723850,61955577,Contractor Claims,EUR
PRJ00018,2026-06-01,3307018,2425628,6884107,59812690,Contractor Claims,EUR
PRJ00018,2026-07-01,3060235,3337842,6642781,59723721,Contractor Claims,EUR
PRJ00018,2026-08-01,2717662,3372683,5846005,60310725,Contractor Claims,EUR
PRJ00018,2026-09-01,2271587,2067860,3519986,59962812,Contractor Claims,EUR
PRJ00018,2026-10-01,1714298,1839212,2794954,59614480,Contractor Claims,EUR
PRJ00018,2026-11-01,1038084,1106358,1212933,59575149,Contractor Claims,EUR
PRJ00018,2026-12-01,235234,251328,251328,59572229,Contractor Claims,EUR
PRJ00019,2023-06-01,735,1369,5921648,14596724,Inflation/Materials,EUR
PRJ00019,2023-07-01,24322,26487,9214904,14761658,Inflation/Materials,EUR
PRJ00019,2023-08-01,77253,66780,7965322,14597081,Inflation/Materials,EUR
PRJ00019,2023-09-01,154286,173009,5152133,15041365,Inflation/Materials,EUR
PRJ00019,2023-10-01,250182,372144,6131862,15028583,Inflation/Materials,EUR
PRJ00019,2023-11-01,359698,434755,7243337,14666949,Inflation/Materials,EUR
PRJ00019,2023-12-01,477592,624280,9510049,15063588,Inflation/Materials,EUR
PRJ00019,2024-01-01,598625,769582,7417067,14410441,Inflation/Materials,EUR
PRJ00019,2024-02-01,717553,868440,5518124,14914781,Inflation/Materials,EUR
PRJ00019,2024-03-01,829137,533909,5905542,14969153,Inflation/Materials,EUR
PRJ00019,2024-04-01,928134,582653,6917319,14022333,Inflation/Materials,EUR
PRJ00019,2024-05-01,1009304,596761,4755629,14202085,Inflation/Materials,EUR
PRJ00019,2024-06-01,1067405,752077,4298454,13094495,Inflation/Materials,EUR
PRJ00019,2024-07-01,1097196,810558,4069316,12426006,Inflation/Materials,EUR
PRJ00019,2024-08-01,1093435,1762580,3583345,13024810,Inflation/Materials,EUR
PRJ00019,2024-09-01,1050881,893465,3171986,12760091,Inflation/Materials,EUR
PRJ00019,2024-10-01,964293,1050731,2579183,12646564,Inflation/Materials,EUR
PRJ00019,2024-11-01,828430,818168,1552783,12469179,Inflation/Materials,EUR
PRJ00019,2024-12-01,638049,712977,949385,12400684,Inflation/Materials,EUR
PRJ00019,2025-01-01,387911,419252,458873,12352220,Inflation/Materials,EUR
PRJ00019,2025-02-01,72773,50012,50012,12319989,Inflation/Materials,EUR
PRJ00020,2026-05-01,11463,13647,49155767,75273399,Scope Change,EUR
PRJ00020,2026-06-01,2214386,2468832,35365259,77370892,Scope Change,EUR
PRJ00020,2026-07-01,6913633,8304622,48851524,74870964,Scope Change,EUR
PRJ00020,2026-08-01,12202919,12937020,43856006,75858578,Scope Change,EUR
PRJ00020,2026-09-01,16175962,20048251,37187489,75976102,Scope Change,EUR
PRJ00020,2026-10-01,16926480,18483912,24339072,77697864,Scope Change,EUR
PRJ00020,2026-11-01,12548189,12728122,13229464,76250388,Scope Change,EUR
PRJ00020,2026-12-01,1134808,1426153,1426153,76410558,Scope Change,EUR
PRJ00021,2024-07-01,1172,1086,17257988,33932998,Inflation/Materials,EUR
PRJ00021,2024-08-01,21705,24810,19895248,36220842,Inflation/Materials,EUR
PRJ00021,2024-09-01,65718,68445,17922453,35363154,Inflation/Materials,EUR
PRJ00021,2024-10-01,130472,167832,22505567,35419071,Inflation/Materials,EUR
PRJ00021,2024-11-01,213225,209762,19347300,34885542,Inflation/Materials,EUR
PRJ00021,2024-12-01,311237,307083,14636533,33909517,Inflation/Materials,EUR
PRJ00021,2025-01-01,421768,528895,15792460,34120430,Inflation/Materials,EUR
PRJ00021,2025-02-01,542077,488141,17127358,34591586,Inflation/Materials,EUR
PRJ00021,2025-03-01,669423,529250,21198978,33007821,Inflation/Materials,EUR
PRJ00021,2025-04-01,801067,959653,14267941,33045038,Inflation/Materials,EUR
PRJ00021,2025-05-01,934267,723097,15920662,34298253,Inflation/Materials,EUR
PRJ00021,2025-06-01,1066284,1579190,12282235,34417982,Inflation/Materials,EUR
PRJ00021,2025-07-01,1194376,613034,15273605,32251702,Inflation/Materials,EUR
PRJ00021,2025-08-01,1315803,1278275,16615821,32006920,Inflation/Materials,EUR
PRJ00021,2025-09-01,1427825,2202824,17119434,32616269,Inflation/Materials,EUR
PRJ00021,2025-10-01,1527702,2515252,16339217,34582322,Inflation/Materials,EUR
PRJ00021,2025-11-01,1612692,1665778,10721122,34483790,Inflation/Materials,EUR
PRJ00021,2025-12-01,1680055,2331344,8580891,33663983,Inflation/Materials,EUR
PRJ00021,2026-01-01,1727052,2227991,7857400,34448659,Inflation/Materials,EUR
PRJ00021,2026-02-01,1750941,1600554,9319479,33493825,Inflation/Materials,EUR
PRJ00021,2026-03-01,1748981,2096446,9472231,34419980,Inflation/Materials,EUR
PRJ00021,2026-04-01,1718433,1382103,7538094,32821252,Inflation/Materials,EUR
PRJ00021,2026-05-01,1656556,987957,5439937,32402211,Inflation/Materials,EUR
PRJ00021,2026-06-01,1560609,1887816,5200595,32308309,Inflation/Materials,EUR
PRJ00021,2026-07-01,1427852,1752179,4388308,32327173,Inflation/Materials,EUR
PRJ00021,2026-08-01,1255545,889116,2808158,31742435,Inflation/Materials,EUR
PRJ00021,2026-09-01,1040947,1059306,1873086,31637599,Inflation/Materials,EUR
PRJ00021,2026-10-01,781317,553143,948219,31320763,Inflation/Materials,EUR
PRJ00021,2026-11-01,473915,437462,498153,31201805,Inflation/Materials,EUR
PRJ00021,2026-12-01,116001,107934,107934,31175759,Inflation/Materials,EUR
PRJ00022,2023-02-01,1594,2504,29617155,54845903,Risk Realised,EUR
PRJ00022,2023-03-01,23330,38096,25348332,59034402,Risk Realised,EUR
PRJ00022,2023-04-01,68706,71724,34029623,57173237,Risk Realised,EUR
PRJ00022,2023-05-01,135409,182927,21423067,56925471,Risk Realised,EUR
PRJ00022,2023-06-01,221125,251984,34215366,55351374,Risk Realised,EUR
PRJ00022,2023-07-01,323541,428768,25797754,54677968,Risk Realised,EUR
PRJ00022,2023-08-01,440342,531695,26630856,57213615,Risk Realised,EUR
PRJ00022,2023-09-01,569216,748295,27424550,57733958,Risk Realised,EUR
PRJ00022,2023-10-01,707849,955849,24365629,58639999,Risk Realised,EUR
PRJ00022,2023-11-01,853926,1041431,21400453,58697979,Risk Realised,EUR
PRJ00022,2023-12-01,1005134,1137555,29650035,58549854,Risk Realised,EUR
PRJ00022,2024-01-01,1159159,1632408,21545598,57354028,Risk Realised,EUR
PRJ00022,2024-02-01,1313689,1377935,27223306,59216349,Risk Realised,EUR
PRJ00022,2024-03-01,1466408,1340553,22705640,55527225,Risk Realised,EUR
PRJ00022,2024-04-01,1615003,994290,23637572,56631854,Risk Realised,EUR
PRJ00022,2024-05-01,1757161,2143388,16951961,53743655,Risk Realised,EUR
PRJ00022,2024-06-01,1890568,2460178,27081027,56118804,Risk Realised,EUR
PRJ00022,2024-07-01,2012910,1135005,24791029,53064035,Risk Realised,EUR
PRJ00022,2024-08-01,2121873,1915362,14768026,54942830,Risk Realised,EUR
PRJ00022,2024-09-01,2215145,2922236,21342819,52315580,Risk Realised,EUR
PRJ00022,2024-10-01,2290410,2396113,21011226,53256884,Risk Realised,EUR
PRJ00022,2024-11-01,2345356,2595985,16659400,53610499,Risk Realised,EUR
PRJ00022,2024-12-01,2377668,3253930,14308697,53457116,Risk Realised,EUR
PRJ00022,2025-01-01,2385033,2520980,16151287,53445365,Risk Realised,EUR
PRJ00022,2025-02-01,2365138,2855405,9478667,53758292,Risk Realised,EUR
PRJ00022,2025-03-01,2315668,1760153,9779023,51579159,Risk Realised,EUR
PRJ00022,2025-04-01,2234310,2675122,8062127,51527589,Risk Realised,EUR
PRJ00022,2025-05-01,2118750,1443686,6106532,50639616,Risk Realised,EUR
PRJ00022,2025-06-01,1966674,1365324,5829789,49934099,Risk Realised,EUR
PRJ00022,2025-07-01,1775770,1662746,5086573,49427707,Risk Realised,EUR
PRJ00022,2025-08-01,1543722,1941234,3185986,49197956,Risk Realised,EUR
PRJ00022,2025-09-01,1268218,1402671,2375739,49274188,Risk Realised,EUR
PRJ00022,2025-10-01,946943,804064,1316821,48919775,Risk Realised,EUR
PRJ00022,2025-11-01,577585,784249,910432,48958310,Risk Realised,EUR
PRJ00022,2025-12-01,157828,187387,187387,48961234,Risk Realised,EUR
PRJ00023,2023-09-01,2818,2239,41959337,65935668,Productivity Delay,EUR
PRJ00023,2023-10-01,69823,94222,26311134,65483334,Productivity Delay,EUR
PRJ00023,2023-11-01,217283,251284,24725169,61133559,Productivity Delay,EUR
PRJ00023,2023-12-01,433569,523274,40867553,63137271,Productivity Delay,EUR
PRJ00023,2024-01-01,707053,492283,33518384,62856891,Productivity Delay,EUR
PRJ00023,2024-02-01,1026104,1175314,45112988,63081190,Productivity Delay,EUR
PRJ00023,2024-03-01,1379094,1940173,23763399,62784317,Productivity Delay,EUR
PRJ00023,2024-04-01,1754393,1955145,42820420,65307090,Productivity Delay,EUR
PRJ00023,2024-05-01,2140372,2229308,30430000,65902819,Productivity Delay,EUR
PRJ00023,2024-06-01,2525402,2552321,33491128,61861872,Productivity Delay,EUR
PRJ00023,2024-07-01,2897853,2674340,37586806,62351510,Productivity Delay,EUR
PRJ00023,2024-08-01,3246096,3493291,21206877,61733637,Productivity Delay,EUR
PRJ00023,2024-09-01,3558502,2951178,32649916,60210745,Productivity Delay,EUR
PRJ00023,2024-10-01,3823442,4375708,18443126,62883654,Productivity Delay,EUR
PRJ00023,2024-11-01,4029286,5113816,19018150,61648337,Productivity Delay,EUR
PRJ00023,2024-12-01,4164405,4073640,22276325,62914925,Productivity Delay,EUR
PRJ00023,2025-01-01,4217169,4773607,14423696,63179514,Productivity Delay,EUR
PRJ00023,2025-02-01,4175950,4373772,13098345,62714620,Productivity Delay,EUR
PRJ00023,2025-03-01,4029118,4569378,14937272,62824602,Productivity Delay,EUR
PRJ00023,2025-04-01,3765044,4636676,12551634,63237274,Productivity Delay,EUR
PRJ00023,2025-05-01,3372098,3836834,7977318,63577604,Productivity Delay,EUR
PRJ00023,2025-06-01,2838652,3469018,5413415,63900432,Productivity Delay,EUR
PRJ00023,2025-07-01,2153075,2493407,3615855,63824308,Productivity Delay,EUR
PRJ00023,2025-08-01,1303739,1593958,1745932,63947250,Productivity Delay,EUR
PRJ00023,2025-09-01,279015,312282,312282,63956469,Productivity Delay,EUR
PRJ00024,2024-05-01,3258,3288,49147572,86887054,Inflation/Materials,EUR
PRJ00024,2024-06-01,71277,50579,54295433,78169637,Inflation/Materials,EUR
PRJ00024,2024-07-01,219419,243102,46390983,81651943,Inflation/Materials,EUR
PRJ00024,2024-08-01,437110,573893,37697805,82246308,Inflation/Materials,EUR
PRJ00024,2024-09-01,713779,628886,38479702,79974590,Inflation/Materials,EUR
PRJ00024,2024-10-01,1038851,1045124,40646546,81049436,Inflation/Materials,EUR
PRJ00024,2024-11-01,1401755,1426579,40878929,83017922,Inflation/Materials,EUR
PRJ00024,2024-12-01,1791918,1825895,31954384,77982024,Inflation/Materials,EUR
PRJ00024,2025-01-01,2198767,1891092,42462156,78366316,Inflation/Materials,EUR
PRJ00024,2025-02-01,2611730,2787123,30825311,77977213,Inflation/Materials,EUR
PRJ00024,2025-03-01,3020233,4106181,37919832,82317713,Inflation/Materials,EUR
PRJ00024,2025-04-01,3413704,3292279,36204259,81724205,Inflation/Materials,EUR
PRJ00024,2025-05-01,3781571,4174573,41735016,79203779,Inflation/Materials,EUR
PRJ00024,2025-06-01,4113260,4534447,40609285,82128495,Inflation/Materials,EUR
PRJ00024,2025-07-01,4398200,4330073,30995464,80989289,Inflation/Materials,EUR
PRJ00024,2025-08-01,4625817,5148963,35831140,79233715,Inflation/Materials,EUR
PRJ00024,2025-09-01,4785538,4724933,27648599,78592158,Inflation/Materials,EUR
PRJ00024,2025-10-01,4866791,5546604,27007350,80330357,Inflation/Materials,EUR
PRJ00024,2025-11-01,4859004,5085179,18230563,79254643,Inflation/Materials,EUR
PRJ00024,2025-12-01,4751603,3762227,19156248,78124159,Inflation/Materials,EUR
PRJ00024,2026-01-01,4534016,3249713,13486548,76113896,Inflation/Materials,EUR
PRJ00024,2026-02-01,4195670,2735907,8231763,73466246,Inflation/Materials,EUR
PRJ00024,2026-03-01,3725992,3657966,6690483,72616148,Inflation/Materials,EUR
PRJ00024,2026-04-01,3114410,3794891,6845310,73262740,Inflation/Materials,EUR
PRJ00024,2026-05-01,2350352,2163978,2884434,72759252,Inflation/Materials,EUR
PRJ00024,2026-06-01,1423243,1441589,1670189,72567804,Inflation/Materials,EUR
PRJ00024,2026-07-01,322513,301629,301629,72526694,Inflation/Materials,EUR
PRJ00025,2023-03-01,361,403,5664568,11574971,Design Rework,EUR
PRJ00025,2023-04-01,5279,7261,6115630,12017408,Design Rework,EUR
