RecordType,RecordID,ProjectID,Category,Title,Probability,ImpactEUR,ExposureEUR,SeverityBand,Status,OwnerRole,CreatedDate,LastUpdatedDate,TargetCloseDate,ClosedDate,RootCause,Notes
Issue,ISS000058,PRJ00009,Data/Reporting,Data/Reporting issue – Design Rework,,,,Minor,Open,Consents Lead,2023-05-24,2023-06-10,2023-10-06,,Design Rework,
Risk,RSK000102,PRJ00010,Technical,Technical risk – Outage Window,0.32,3764111,1215167,Low,Mitigating,Construction Manager,2024-11-25,2025-02-05,,,,
Risk,RSK000103,PRJ00010,Cost,Cost risk – Outage Window,0.48,3382475,1635777,Low,Closed,Commercial Manager,2025-11-12,2026-01-18,,2026-01-18,,
Risk,RSK000104,PRJ00010,Cost,Cost risk – Outage Window,0.29,4889429,1415348,Low,Mitigating,Construction Manager,2023-02-13,2023-04-10,,,,
Risk,RSK000105,PRJ00010,Regulatory,Regulatory risk – Outage Window,0.13,4018240,538096,Low,Open,Stakeholder Manager,2023-12-15,2024-03-27,,,,
Risk,RSK000106,PRJ00010,Stakeholder,Stakeholder risk – Outage Window,0.4,2672650,1081609,Low,Closed,Commercial Manager,2024-05-23,2024-07-08,,2024-08-16,,
Risk,RSK000107,PRJ00010,Stakeholder,Stakeholder risk – Outage Window,0.4,4686501,1887670,Low,Mitigating,Stakeholder Manager,2024-11-14,2025-03-10,,,,
Risk,RSK000108,PRJ00010,Technical,Technical risk – Outage Window,0.24,3515295,837253,Low,Open,Commercial Manager,2024-06-30,2024-12-20,,,,
Risk,RSK000109,PRJ00010,Cost,Cost risk – Outage Window,0.62,4194772,2593574,Medium,Open,Stakeholder Manager,2025-10-08,2026-01-18,,,,
Risk,RSK000110,PRJ00010,Environmental,Environmental risk – Outage Window,0.29,2935253,849772,Low,Closed,Construction Manager,2025-09-14,2026-01-07,,2026-01-18,,
Risk,RSK000111,PRJ00010,Stakeholder,Stakeholder risk – Outage Window,0.55,3468391,1901172,Low,Mitigating,HSE Lead,2024-04-26,2024-08-09,,,,
Risk,RSK000112,PRJ00010,Technical,Technical risk – Outage Window,0.22,3089723,668921,Low,Mitigating,Commercial Manager,2025-12-12,2026-01-18,,,,
Risk,RSK000113,PRJ00010,Safety,Safety risk – Outage Window,0.61,5493483,3352890,Medium,Closed,PMO Lead,2025-05-26,2025-10-25,,2025-12-02,,
Risk,RSK000114,PRJ00010,Cost,Cost risk – Outage Window,0.49,6703355,3285357,Medium,Open,Programme Controls,2024-06-09,2024-09-16,,,,
Risk,RSK000115,PRJ00010,Safety,Safety risk – Outage Window,0.12,3835837,464824,Low,Open,Stakeholder Manager,2025-11-24,2026-01-18,,,,
Issue,ISS000059,PRJ00010,Governance,Governance issue – Design Rework,,,,Minor,Closed,Consents Lead,2025-10-09,2025-10-24,2025-11-20,2025-11-05,Design Rework,
Issue,ISS000060,PRJ00010,Safety,Safety issue – Contractor Claims,,,,Minor,Closed,Commercial Manager,2025-07-28,2025-09-22,2025-12-05,2025-11-02,Contractor Claims,
Issue,ISS000061,PRJ00010,Construction,Construction issue – Risk Realised,,,,Major,Open,Programme Controls,2025-05-30,2025-06-17,2025-07-02,,Risk Realised,
Issue,ISS000062,PRJ00010,Procurement,Procurement issue – Scope Change,,,,Major,Closed,Stakeholder Manager,2023-07-09,2023-09-16,2023-10-22,2023-09-18,Scope Change,
Issue,ISS000063,PRJ00010,Procurement,Procurement issue – Land Access/Wayleaves,,,,Minor,Open,Consents Lead,2024-01-12,2024-03-26,2024-06-28,,Land Access/Wayleaves,
Issue,ISS000064,PRJ00010,Governance,Governance issue – Stakeholder/Community,,,,Minor,Closed,Programme Controls,2023-02-13,2023-02-17,2023-06-26,2023-05-25,Stakeholder/Community,
Risk,RSK000116,PRJ00011,Schedule,Schedule risk – Procurement/Long Lead,0.33,7232786,2406795,Medium,Open,Programme Controls,2024-03-19,2024-07-17,,,,
Risk,RSK000117,PRJ00011,Schedule,Schedule risk – Procurement/Long Lead,0.33,3952929,1295153,Low,Mitigating,HSE Lead,2023-07-04,2023-09-29,,,,
Risk,RSK000118,PRJ00011,Environmental,Environmental risk – Procurement/Long Lead,0.2,1623034,322360,Low,Mitigating,PMO Lead,2023-07-01,2023-08-02,,,,
Risk,RSK000119,PRJ00011,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.34,1151578,388119,Low,Mitigating,Stakeholder Manager,2025-11-21,2026-01-18,,,,
Risk,RSK000120,PRJ00011,Schedule,Schedule risk – Procurement/Long Lead,0.1,5993632,572562,Low,Open,HSE Lead,2024-04-18,2024-06-08,,,,
Risk,RSK000121,PRJ00011,Environmental,Environmental risk – Procurement/Long Lead,0.15,3342297,486028,Low,Open,Programme Controls,2024-04-26,2024-06-23,,,,
Issue,ISS000065,PRJ00011,Design,Design issue – Contractor Capacity,,,,Critical,Closed,HSE Lead,2024-08-14,2024-10-28,2024-09-17,2024-10-04,Contractor Capacity,
Issue,ISS000066,PRJ00011,Construction,Construction issue – Design Rework,,,,Major,In Progress,Stakeholder Manager,2025-08-16,2025-10-28,2025-12-31,,Design Rework,
Issue,ISS000067,PRJ00011,Safety,Safety issue – Procurement/Long Lead,,,,Minor,In Progress,Stakeholder Manager,2024-11-22,2025-01-29,2025-01-09,,Procurement/Long Lead,
Issue,ISS000068,PRJ00011,Stakeholder,Stakeholder issue – Scope Change,,,,Critical,Closed,Consents Lead,2023-06-02,2023-07-09,2023-06-15,2023-06-26,Scope Change,
Risk,RSK000122,PRJ00012,Environmental,Environmental risk – Design Rework,0.47,8760278,4153691,Medium,Mitigating,Construction Manager,2024-07-23,2025-01-14,,,,
Risk,RSK000123,PRJ00012,Stakeholder,Stakeholder risk – Design Rework,0.52,2517738,1314828,Low,Open,Engineering Manager,2023-07-03,2023-08-14,,,,
Risk,RSK000124,PRJ00012,Safety,Safety risk – Design Rework,0.35,5239765,1821041,Low,Mitigating,Engineering Manager,2025-04-13,2025-07-01,,,,
Risk,RSK000125,PRJ00012,Regulatory,Regulatory risk – Design Rework,0.19,3716342,705502,Low,Mitigating,Programme Controls,2023-07-21,2023-10-31,,,,
Risk,RSK000126,PRJ00012,Schedule,Schedule risk – Design Rework,0.31,7418056,2313701,Medium,Open,Consents Lead,2025-02-17,2025-02-28,,,,
Risk,RSK000127,PRJ00012,Environmental,Environmental risk – Design Rework,0.32,15305804,4966570,Medium,Open,Construction Manager,2024-12-11,2025-04-10,,,,
Risk,RSK000128,PRJ00012,Schedule,Schedule risk – Design Rework,0.07,2309715,151908,Low,Mitigating,Commercial Manager,2025-03-29,2025-05-03,,,,
Risk,RSK000129,PRJ00012,Cost,Cost risk – Design Rework,0.46,3186950,1476966,Low,Open,Consents Lead,2024-02-05,2024-06-27,,,,
Risk,RSK000130,PRJ00012,Environmental,Environmental risk – Design Rework,0.54,1731162,933053,Low,Open,PMO Lead,2023-10-01,2023-12-15,,,,
Issue,ISS000069,PRJ00012,Design,Design issue – Risk Realised,,,,Minor,Closed,Construction Manager,2023-08-07,2023-09-10,2024-02-25,2024-02-04,Risk Realised,
Issue,ISS000070,PRJ00012,Procurement,Procurement issue – Productivity Delay,,,,Major,Closed,Stakeholder Manager,2023-11-08,2023-12-23,2024-03-01,2024-03-31,Productivity Delay,
Issue,ISS000071,PRJ00012,Stakeholder,Stakeholder issue – Permits/Consents,,,,Minor,Open,Construction Manager,2024-10-29,2024-11-30,2025-02-27,,Permits/Consents,
Issue,ISS000072,PRJ00012,Construction,Construction issue – Risk Realised,,,,Minor,Open,PMO Lead,2023-07-30,2023-10-20,2023-12-30,,Risk Realised,
Issue,ISS000073,PRJ00012,Construction,Construction issue – Productivity Delay,,,,Minor,Open,Stakeholder Manager,2023-05-14,2023-06-05,2023-07-16,,Productivity Delay,
Issue,ISS000074,PRJ00012,Design,Design issue – Scope Change,,,,Minor,Closed,Engineering Manager,2025-12-29,2025-12-30,2026-01-18,2026-01-15,Scope Change,
Issue,ISS000075,PRJ00012,Safety,Safety issue – Stakeholder/Community,,,,Major,Closed,Engineering Manager,2025-06-10,2025-06-24,2025-09-24,2025-10-08,Stakeholder/Community,
Risk,RSK000131,PRJ00013,Stakeholder,Stakeholder risk – Stakeholder/Community,0.39,9140798,3535500,Medium,Open,Consents Lead,2023-02-02,2023-06-07,,,,
Risk,RSK000132,PRJ00013,Schedule,Schedule risk – Stakeholder/Community,0.52,3925560,2028637,Medium,Mitigating,Stakeholder Manager,2025-07-08,2025-10-14,,,,
Risk,RSK000133,PRJ00013,Schedule,Schedule risk – Stakeholder/Community,0.3,6990278,2065671,Medium,Open,PMO Lead,2024-08-13,2024-09-19,,,,
Risk,RSK000134,PRJ00013,Supply Chain,Supply Chain risk – Stakeholder/Community,0.51,2835980,1449777,Low,Closed,Programme Controls,2025-06-20,2025-12-12,,2025-12-28,,
Risk,RSK000135,PRJ00013,Schedule,Schedule risk – Stakeholder/Community,0.32,2786429,883609,Low,Mitigating,HSE Lead,2025-04-02,2025-06-29,,,,
Risk,RSK000136,PRJ00013,Regulatory,Regulatory risk – Stakeholder/Community,0.47,6864728,3216243,Medium,Open,Construction Manager,2023-01-26,2023-05-19,,,,
Risk,RSK000137,PRJ00013,Environmental,Environmental risk – Stakeholder/Community,0.26,8077676,2122981,Medium,Open,PMO Lead,2024-09-25,2025-02-08,,,,
Risk,RSK000138,PRJ00013,Technical,Technical risk – Stakeholder/Community,0.55,3805777,2085436,Medium,Mitigating,Commercial Manager,2023-12-31,2024-05-21,,,,
Risk,RSK000139,PRJ00013,Environmental,Environmental risk – Stakeholder/Community,0.45,8414815,3795653,Medium,Mitigating,PMO Lead,2023-04-20,2023-06-19,,,,
Risk,RSK000140,PRJ00013,Cost,Cost risk – Stakeholder/Community,0.31,12036039,3729325,Medium,Open,Engineering Manager,2023-09-25,2023-10-03,,,,
Risk,RSK000141,PRJ00013,Technical,Technical risk – Stakeholder/Community,0.09,4709453,408656,Low,Open,Consents Lead,2025-04-19,2025-08-03,,,,
Risk,RSK000142,PRJ00013,Technical,Technical risk – Stakeholder/Community,0.33,6802598,2253534,Medium,Closed,PMO Lead,2025-08-13,2026-01-14,,2026-01-18,,
Risk,RSK000143,PRJ00013,Cost,Cost risk – Stakeholder/Community,0.12,6413963,753083,Low,Mitigating,Engineering Manager,2023-08-04,2023-08-18,,,,
Risk,RSK000144,PRJ00013,Schedule,Schedule risk – Stakeholder/Community,0.29,8050418,2354380,Medium,Open,Stakeholder Manager,2023-04-22,2023-08-20,,,,
Issue,ISS000076,PRJ00013,Design,Design issue – Permits/Consents,,,,Minor,Closed,Construction Manager,2023-09-01,2023-10-13,2023-12-23,2023-12-04,Permits/Consents,
Issue,ISS000077,PRJ00013,Resourcing,Resourcing issue – Stakeholder/Community,,,,Minor,Closed,Engineering Manager,2024-03-11,2024-03-25,2024-04-03,2024-04-20,Stakeholder/Community,
Issue,ISS000078,PRJ00013,Safety,Safety issue – Land Access/Wayleaves,,,,Minor,Closed,Stakeholder Manager,2023-07-07,2023-08-08,2023-07-26,2023-07-22,Land Access/Wayleaves,
Issue,ISS000079,PRJ00013,Construction,Construction issue – Productivity Delay,,,,Critical,Closed,Stakeholder Manager,2024-04-12,2024-06-03,2024-09-25,2024-07-21,Productivity Delay,
Issue,ISS000080,PRJ00013,Stakeholder,Stakeholder issue – Scope Change,,,,Minor,Closed,Consents Lead,2023-02-13,2023-03-05,2023-06-20,2023-06-29,Scope Change,
Risk,RSK000145,PRJ00014,Regulatory,Regulatory risk – Weather/Events,0.38,10891096,4146771,Medium,Open,PMO Lead,2024-03-14,2024-06-26,,,,
Risk,RSK000146,PRJ00014,Environmental,Environmental risk – Weather/Events,0.28,1622748,461201,Low,Open,Programme Controls,2025-06-08,2025-07-07,,,,
Risk,RSK000147,PRJ00014,Cost,Cost risk – Weather/Events,0.39,10148665,3911725,Medium,Open,Construction Manager,2025-09-11,2025-12-03,,,,
Risk,RSK000148,PRJ00014,Regulatory,Regulatory risk – Weather/Events,0.52,1768586,927200,Low,Open,Programme Controls,2024-10-28,2024-12-22,,,,
Risk,RSK000149,PRJ00014,Schedule,Schedule risk – Weather/Events,0.51,4301877,2175671,Medium,Closed,Stakeholder Manager,2025-12-29,2026-01-18,,2026-01-18,,
Risk,RSK000150,PRJ00014,Cost,Cost risk – Weather/Events,0.29,4121151,1180328,Low,Closed,Programme Controls,2024-12-30,2025-04-28,,2025-05-14,,
Risk,RSK000151,PRJ00014,Regulatory,Regulatory risk – Weather/Events,0.45,3778064,1685622,Low,Open,Commercial Manager,2025-08-06,2025-11-15,,,,
Issue,ISS000081,PRJ00014,Procurement,Procurement issue – Inflation/Materials,,,,Major,In Progress,HSE Lead,2023-12-28,2024-01-31,2024-02-16,,Inflation/Materials,
Issue,ISS000082,PRJ00014,Safety,Safety issue – Productivity Delay,,,,Major,Blocked,Programme Controls,2025-07-02,2025-07-12,2026-01-12,,Productivity Delay,
Issue,ISS000083,PRJ00014,Procurement,Procurement issue – Stakeholder/Community,,,,Minor,Open,Programme Controls,2024-07-02,2024-07-08,2024-07-26,,Stakeholder/Community,
Issue,ISS000084,PRJ00014,Stakeholder,Stakeholder issue – Procurement/Long Lead,,,,Major,Closed,Engineering Manager,2025-06-29,2025-07-14,2025-11-07,2026-01-15,Procurement/Long Lead,
Issue,ISS000085,PRJ00014,Design,Design issue – Inflation/Materials,,,,Major,Closed,Engineering Manager,2024-10-28,2024-11-16,2025-03-28,2025-04-13,Inflation/Materials,
Issue,ISS000086,PRJ00014,Governance,Governance issue – Design Rework,,,,Major,In Progress,HSE Lead,2024-03-12,2024-05-20,2024-04-26,,Design Rework,
Issue,ISS000087,PRJ00014,Procurement,Procurement issue – Procurement/Long Lead,,,,Minor,Open,Commercial Manager,2023-09-04,2023-10-15,2023-11-03,,Procurement/Long Lead,
Issue,ISS000088,PRJ00014,Procurement,Procurement issue – Procurement/Long Lead,,,,Minor,Open,Commercial Manager,2024-07-12,2024-07-29,2024-11-06,,Procurement/Long Lead,
Issue,ISS000089,PRJ00014,Stakeholder,Stakeholder issue – Design Rework,,,,Minor,Closed,Commercial Manager,2024-08-04,2024-10-19,2024-10-18,2024-09-14,Design Rework,
Risk,RSK000152,PRJ00015,Environmental,Environmental risk – Permits/Consents,0.26,5810216,1495191,Low,Mitigating,Engineering Manager,2024-12-31,2025-04-14,,,,
Risk,RSK000153,PRJ00015,Technical,Technical risk – Permits/Consents,0.37,1366828,499396,Low,Open,HSE Lead,2023-02-08,2023-04-21,,,,
Risk,RSK000154,PRJ00015,Cost,Cost risk – Permits/Consents,0.19,4474864,864650,Low,Closed,Consents Lead,2023-08-10,2023-09-12,,2023-10-27,,
Risk,RSK000155,PRJ00015,Regulatory,Regulatory risk – Permits/Consents,0.29,6754656,1978214,Low,Mitigating,Commercial Manager,2024-04-24,2024-10-05,,,,
Risk,RSK000156,PRJ00015,Safety,Safety risk – Permits/Consents,0.16,2799144,440845,Low,Closed,HSE Lead,2023-05-09,2023-09-13,,2023-10-05,,
Risk,RSK000157,PRJ00015,Regulatory,Regulatory risk – Permits/Consents,0.22,5057411,1106749,Low,Open,Programme Controls,2023-01-19,2023-05-27,,,,
Risk,RSK000158,PRJ00015,Supply Chain,Supply Chain risk – Permits/Consents,0.26,13149002,3362671,Medium,Open,Consents Lead,2023-02-25,2023-05-29,,,,
Risk,RSK000159,PRJ00015,Supply Chain,Supply Chain risk – Permits/Consents,0.13,7890700,1047628,Low,Open,Programme Controls,2025-11-12,2026-01-18,,,,
Risk,RSK000160,PRJ00015,Regulatory,Regulatory risk – Permits/Consents,0.3,3539940,1075781,Low,Closed,Consents Lead,2023-09-11,2023-10-25,,2023-10-28,,
Risk,RSK000161,PRJ00015,Stakeholder,Stakeholder risk – Permits/Consents,0.3,5306779,1612389,Low,Mitigating,Stakeholder Manager,2025-12-09,2026-01-13,,,,
Issue,ISS000090,PRJ00015,Safety,Safety issue – Risk Realised,,,,Minor,Blocked,HSE Lead,2024-06-28,2024-09-05,2024-08-23,,Risk Realised,
Issue,ISS000091,PRJ00015,Stakeholder,Stakeholder issue – Contractor Claims,,,,Minor,Closed,Commercial Manager,2024-06-22,2024-09-16,2024-08-18,2024-09-06,Contractor Claims,
Issue,ISS000092,PRJ00015,Design,Design issue – Land Access/Wayleaves,,,,Major,Closed,Construction Manager,2023-12-08,2024-02-12,2024-01-06,2023-12-29,Land Access/Wayleaves,
Issue,ISS000093,PRJ00015,Safety,Safety issue – Contractor Claims,,,,Minor,Closed,Engineering Manager,2023-01-08,2023-02-12,2023-08-13,2023-09-25,Contractor Claims,
Issue,ISS000094,PRJ00015,Procurement,Procurement issue – Procurement/Long Lead,,,,Major,In Progress,PMO Lead,2025-12-07,2026-01-18,2026-01-18,,Procurement/Long Lead,
Issue,ISS000095,PRJ00015,Procurement,Procurement issue – Scope Change,,,,Minor,Closed,Programme Controls,2023-03-17,2023-04-29,2023-06-08,2023-05-31,Scope Change,
Issue,ISS000096,PRJ00015,Stakeholder,Stakeholder issue – Land Access/Wayleaves,,,,Major,Closed,Engineering Manager,2025-02-28,2025-03-02,2025-07-11,2025-08-16,Land Access/Wayleaves,
Risk,RSK000162,PRJ00016,Stakeholder,Stakeholder risk – Design Rework,0.09,4336842,387496,Low,Open,Stakeholder Manager,2024-11-21,2025-04-04,,,,
Risk,RSK000163,PRJ00016,Supply Chain,Supply Chain risk – Design Rework,0.48,6831600,3276439,Medium,Closed,Commercial Manager,2024-07-31,2024-09-20,,2024-11-04,,
Risk,RSK000164,PRJ00016,Schedule,Schedule risk – Design Rework,0.28,11172760,3107034,Medium,Mitigating,Engineering Manager,2023-11-21,2023-12-04,,,,
Risk,RSK000165,PRJ00016,Safety,Safety risk – Design Rework,0.53,7222228,3848074,Medium,Mitigating,Engineering Manager,2025-08-07,2025-09-08,,,,
Risk,RSK000166,PRJ00016,Schedule,Schedule risk – Design Rework,0.43,2108567,896726,Low,Closed,Commercial Manager,2023-09-22,2024-02-26,,2024-03-27,,
Risk,RSK000167,PRJ00016,Cost,Cost risk – Design Rework,0.49,4333529,2143970,Medium,Open,Programme Controls,2023-10-30,2024-01-12,,,,
Risk,RSK000168,PRJ00016,Safety,Safety risk – Design Rework,0.49,6300164,3095744,Medium,Open,Commercial Manager,2024-04-19,2024-09-11,,,,
Risk,RSK000169,PRJ00016,Technical,Technical risk – Design Rework,0.26,1363625,356535,Low,Closed,Stakeholder Manager,2025-05-27,2025-08-08,,2025-09-09,,
Issue,ISS000097,PRJ00016,Procurement,Procurement issue – Outage Window,,,,Minor,Closed,PMO Lead,2024-11-16,2025-01-16,2025-01-02,2025-01-10,Outage Window,
Issue,ISS000098,PRJ00016,Construction,Construction issue – Stakeholder/Community,,,,Major,Closed,Engineering Manager,2024-05-31,2024-06-29,2024-08-01,2024-08-07,Stakeholder/Community,
Issue,ISS000099,PRJ00016,Design,Design issue – Inflation/Materials,,,,Minor,In Progress,Commercial Manager,2025-06-30,2025-09-25,2025-07-13,,Inflation/Materials,
Issue,ISS000100,PRJ00016,Safety,Safety issue – Design Rework,,,,Minor,Closed,Engineering Manager,2025-03-10,2025-03-24,2025-08-11,2025-11-25,Design Rework,
Issue,ISS000101,PRJ00016,Construction,Construction issue – Land Access/Wayleaves,,,,Critical,Closed,Engineering Manager,2023-06-21,2023-08-06,2023-09-07,2023-09-03,Land Access/Wayleaves,
Issue,ISS000102,PRJ00016,Construction,Construction issue – Productivity Delay,,,,Minor,In Progress,PMO Lead,2024-05-29,2024-07-17,2024-08-21,,Productivity Delay,
Risk,RSK000170,PRJ00017,Technical,Technical risk – Stakeholder/Community,0.12,8188064,955951,Low,Open,Consents Lead,2025-12-02,2025-12-14,,,,
Risk,RSK000171,PRJ00017,Schedule,Schedule risk – Stakeholder/Community,0.43,6622389,2868712,Medium,Open,Engineering Manager,2024-12-23,2025-04-18,,,,
Risk,RSK000172,PRJ00017,Regulatory,Regulatory risk – Stakeholder/Community,0.29,1893584,550573,Low,Open,Construction Manager,2025-03-15,2025-04-14,,,,
Risk,RSK000173,PRJ00017,Environmental,Environmental risk – Stakeholder/Community,0.15,2939951,440016,Low,Open,PMO Lead,2025-04-02,2025-05-17,,,,
Risk,RSK000174,PRJ00017,Cost,Cost risk – Stakeholder/Community,0.1,3008245,312643,Low,Closed,HSE Lead,2023-02-27,2023-03-07,,2023-03-29,,
Risk,RSK000175,PRJ00017,Cost,Cost risk – Stakeholder/Community,0.26,4665585,1194123,Low,Mitigating,Construction Manager,2025-09-05,2025-09-11,,,,
Risk,RSK000176,PRJ00017,Technical,Technical risk – Stakeholder/Community,0.44,4351995,1908492,Low,Open,Stakeholder Manager,2025-05-27,2025-09-28,,,,
Issue,ISS000103,PRJ00017,Construction,Construction issue – Risk Realised,,,,Minor,Closed,Stakeholder Manager,2025-12-09,2025-12-13,2026-04-04,2026-01-18,Risk Realised,
Issue,ISS000104,PRJ00017,Construction,Construction issue – Stakeholder/Community,,,,Minor,Closed,Engineering Manager,2025-12-07,2026-01-18,2026-07-20,2026-01-18,Stakeholder/Community,
Issue,ISS000105,PRJ00017,Governance,Governance issue – Permits/Consents,,,,Major,Blocked,Stakeholder Manager,2025-06-04,2025-08-30,2025-09-11,,Permits/Consents,
Risk,RSK000177,PRJ00018,Technical,Technical risk – Permits/Consents,0.2,5627519,1106003,Low,Mitigating,PMO Lead,2025-11-28,2025-11-28,,,,
Risk,RSK000178,PRJ00018,Supply Chain,Supply Chain risk – Permits/Consents,0.45,8667518,3914247,Medium,Mitigating,Commercial Manager,2024-06-29,2024-09-20,,,,
Risk,RSK000179,PRJ00018,Environmental,Environmental risk – Permits/Consents,0.22,3887609,845394,Low,Closed,Consents Lead,2025-11-05,2025-12-23,,2026-01-10,,
Risk,RSK000180,PRJ00018,Regulatory,Regulatory risk – Permits/Consents,0.66,5047450,3322704,Medium,Mitigating,Engineering Manager,2023-12-09,2024-02-18,,,,
Risk,RSK000181,PRJ00018,Schedule,Schedule risk – Permits/Consents,0.7,3658227,2552032,Medium,Open,Programme Controls,2024-01-19,2024-01-30,,,,
Risk,RSK000182,PRJ00018,Environmental,Environmental risk – Permits/Consents,0.15,6185123,938303,Low,Open,HSE Lead,2023-08-29,2023-12-23,,,,
Risk,RSK000183,PRJ00018,Environmental,Environmental risk – Permits/Consents,0.13,7237195,922068,Low,Mitigating,PMO Lead,2023-01-06,2023-03-19,,,,
Risk,RSK000184,PRJ00018,Technical,Technical risk – Permits/Consents,0.67,10601246,7146469,Medium,Open,Consents Lead,2024-02-29,2024-05-15,,,,
