MilestoneID,ProjectID,MilestoneName,MilestonePhase,BaselineDate,ForecastDate,ActualDate,MilestoneStatus,DelayReason,OwnerRole
MS00005_036,PRJ00005,Energisation,Commissioning,2025-07-06,2025-07-29,2025-07-31,Completed,,PMO Lead
MS00005_037,PRJ00005,Land Access Secured,Planning & Consents,2025-10-06,2025-10-16,2025-09-24,Completed,,HSE Lead
MS00005_038,PRJ00005,Detailed Design Complete,Design,2025-10-12,2025-09-30,2025-09-26,Completed,,Stakeholder Manager
MS00005_039,PRJ00005,Testing & Commissioning Start,Commissioning,2025-10-25,2025-10-16,,Late,Contractor Capacity,Consents Lead
MS00005_040,PRJ00005,As-built Documentation Complete,Commissioning,2025-10-28,2025-11-12,,Late,Contractor Capacity,PMO Lead
MS00005_041,PRJ00005,Stakeholder Engagement Plan,Planning & Consents,2025-11-10,2025-11-16,2025-11-16,Completed,,Consents Lead
MS00005_042,PRJ00005,Energisation,Commissioning,2025-11-22,2025-11-10,2025-11-05,Completed,,Stakeholder Manager
MS00005_043,PRJ00005,Planning Approval,Planning & Consents,2025-12-13,2026-01-08,2026-01-07,Completed,,PMO Lead
MS00005_044,PRJ00005,Construction Start,Construction,2025-12-16,2025-12-24,2025-12-26,Completed,,Commercial Manager
MS00005_045,PRJ00005,Stakeholder Engagement Plan,Planning & Consents,2025-12-24,2025-12-17,2025-12-18,Completed,,Construction Manager
MS00005_046,PRJ00005,Civils Complete,Construction,2026-01-09,2026-01-31,,Forecast,Contractor Capacity,PMO Lead
MS00005_047,PRJ00005,Civils Complete,Construction,2026-02-15,2026-02-10,2026-01-18,Completed,,Consents Lead
MS00005_048,PRJ00005,Foundation Complete,Construction,2026-02-18,2026-02-13,2026-01-18,Completed,,Consents Lead
MS00005_049,PRJ00005,Secondary / Protection Installed,Construction,2026-02-23,2026-03-07,,Due,,Commercial Manager
MS00005_050,PRJ00005,Contract Award,Procurement,2026-03-05,2026-04-08,,Due,,Engineering Manager
MS00006_001,PRJ00006,Handover to Operations,Commissioning,2023-06-04,2023-06-05,2023-05-27,Completed,,Engineering Manager
MS00006_002,PRJ00006,Environmental Surveys Complete,Planning & Consents,2023-06-09,2023-05-29,2023-06-02,Completed,,Stakeholder Manager
MS00006_003,PRJ00006,Construction Start,Construction,2023-06-10,2023-06-21,2023-05-31,Completed,,Programme Controls
MS00006_004,PRJ00006,Tender Issued,Procurement,2023-06-24,2023-06-25,2023-07-02,Completed,,Consents Lead
MS00006_005,PRJ00006,Closeout & Benefits Review,Commissioning,2023-07-06,2023-07-10,2023-07-12,Completed,,Engineering Manager
MS00006_006,PRJ00006,As-built Documentation Complete,Commissioning,2023-08-11,2023-08-12,2023-08-09,Completed,,Construction Manager
MS00006_007,PRJ00006,Energisation,Commissioning,2023-09-08,2023-10-20,2023-10-20,Completed,,Construction Manager
MS00006_008,PRJ00006,Planning Approval,Planning & Consents,2023-10-03,2023-09-21,,Late,Outage Window,Engineering Manager
MS00006_009,PRJ00006,Detailed Design Complete,Design,2023-11-08,2023-11-08,2023-11-05,Completed,,HSE Lead
MS00006_010,PRJ00006,Primary Plant Installed,Construction,2023-11-30,2023-12-06,2023-12-02,Completed,,Programme Controls
MS00006_011,PRJ00006,Primary Plant Installed,Construction,2023-12-03,2023-11-27,2023-11-27,Completed,,HSE Lead
MS00006_012,PRJ00006,Design Freeze,Design,2023-12-09,2023-12-29,2023-12-29,Completed,,Construction Manager
MS00006_013,PRJ00006,Planning Approval,Planning & Consents,2024-01-18,2024-02-06,2024-02-07,Completed,,HSE Lead
MS00006_014,PRJ00006,Planning Approval,Planning & Consents,2024-02-03,2024-02-08,2024-02-07,Completed,,Engineering Manager
MS00006_015,PRJ00006,Civils Complete,Construction,2024-03-15,2024-03-17,2024-03-08,Completed,,Consents Lead
MS00006_016,PRJ00006,Contract Award,Procurement,2024-03-16,2024-03-20,2024-03-30,Completed,,PMO Lead
MS00006_017,PRJ00006,Long-lead Equipment Ordered,Procurement,2024-04-07,2024-04-11,2024-04-16,Completed,,PMO Lead
MS00006_018,PRJ00006,Testing & Commissioning Start,Commissioning,2024-04-11,2024-04-16,2024-04-15,Completed,,Commercial Manager
MS00006_019,PRJ00006,Route / Solution Selection,Planning & Consents,2024-05-17,2024-05-20,2024-05-07,Completed,,Engineering Manager
MS00006_020,PRJ00006,Secondary / Protection Installed,Construction,2024-06-14,2024-06-24,2024-06-17,Completed,,Construction Manager
MS00006_021,PRJ00006,Concept Design Complete,Design,2024-07-02,2024-07-20,2024-07-09,Completed,,Consents Lead
MS00006_022,PRJ00006,As-built Documentation Complete,Commissioning,2024-07-31,2024-07-19,2024-07-12,Completed,,HSE Lead
MS00006_023,PRJ00006,Contract Award,Procurement,2024-08-01,2024-07-21,2024-07-23,Completed,,Construction Manager
MS00006_024,PRJ00006,Equipment Delivered,Procurement,2024-08-10,2024-07-29,2024-07-19,Completed,,Programme Controls
MS00006_025,PRJ00006,Detailed Design Complete,Design,2024-08-13,2024-09-02,2024-09-02,Completed,,PMO Lead
MS00006_026,PRJ00006,Environmental Surveys Complete,Planning & Consents,2024-08-25,2024-09-04,2024-09-08,Completed,,Engineering Manager
MS00006_027,PRJ00006,Land Access Secured,Planning & Consents,2024-08-28,2024-09-11,2024-09-11,Completed,,HSE Lead
MS00006_028,PRJ00006,Closeout & Benefits Review,Commissioning,2024-08-29,2024-08-17,2024-08-31,Completed,,PMO Lead
MS00006_029,PRJ00006,Land Access Secured,Planning & Consents,2024-09-09,2024-10-14,2024-10-13,Completed,,PMO Lead
MS00006_030,PRJ00006,Detailed Design Complete,Design,2024-09-20,2024-09-16,2024-09-12,Completed,,Consents Lead
MS00006_031,PRJ00006,Long-lead Equipment Ordered,Procurement,2024-10-16,2024-10-25,,Late,Outage Window,PMO Lead
MS00006_032,PRJ00006,Civils Complete,Construction,2024-11-15,2024-12-05,2024-12-09,Completed,,Stakeholder Manager
MS00006_033,PRJ00006,Energisation,Commissioning,2024-12-28,2024-12-18,2024-12-21,Completed,,Programme Controls
MS00006_034,PRJ00006,Site Mobilisation,Construction,2025-01-10,2025-01-07,2025-01-01,Completed,,Engineering Manager
MS00006_035,PRJ00006,Secondary / Protection Installed,Construction,2025-02-23,2025-03-04,,Late,Outage Window,Engineering Manager
MS00006_036,PRJ00006,Site Mobilisation,Construction,2025-03-10,2025-05-01,2025-04-23,Completed,,PMO Lead
MS00006_037,PRJ00006,Contract Award,Procurement,2025-04-22,2025-05-03,2025-04-24,Completed,,Construction Manager
MS00006_038,PRJ00006,Planning Approval,Planning & Consents,2025-05-11,2025-06-12,2025-06-09,Completed,,Commercial Manager
MS00006_039,PRJ00006,Energisation,Commissioning,2025-05-24,2025-06-18,2025-06-22,Completed,,Commercial Manager
MS00006_040,PRJ00006,Contract Award,Procurement,2025-05-30,2025-06-11,2025-06-08,Completed,,Commercial Manager
MS00006_041,PRJ00006,Stakeholder Engagement Plan,Planning & Consents,2025-06-08,2025-05-29,2025-05-25,Completed,,Stakeholder Manager
MS00006_042,PRJ00006,Detailed Design Complete,Design,2025-06-23,2025-07-16,2025-07-14,Completed,,PMO Lead
MS00006_043,PRJ00006,Long-lead Equipment Ordered,Procurement,2025-07-04,2025-06-22,2025-07-03,Completed,,HSE Lead
MS00006_044,PRJ00006,Long-lead Equipment Ordered,Procurement,2025-07-11,2025-08-12,2025-08-15,Completed,,Consents Lead
MS00006_045,PRJ00006,Testing & Commissioning Start,Commissioning,2025-08-01,2025-08-10,2025-08-03,Completed,,HSE Lead
MS00006_046,PRJ00006,Closeout & Benefits Review,Commissioning,2025-09-17,2025-09-05,2025-09-05,Completed,,Programme Controls
MS00006_047,PRJ00006,Primary Plant Installed,Construction,2025-09-20,2025-09-21,2025-09-29,Completed,,Stakeholder Manager
MS00006_048,PRJ00006,Stakeholder Engagement Plan,Planning & Consents,2025-10-24,2025-11-09,,Late,Outage Window,Consents Lead
MS00006_049,PRJ00006,Tender Issued,Procurement,2025-10-28,2025-10-30,,Late,Outage Window,Commercial Manager
MS00006_050,PRJ00006,Primary Plant Installed,Construction,2025-11-02,2025-11-19,2025-11-20,Completed,,Stakeholder Manager
MS00006_051,PRJ00006,Construction Start,Construction,2025-11-15,2025-11-07,2025-11-15,Completed,,Consents Lead
MS00006_052,PRJ00006,Planning Approval,Planning & Consents,2025-11-18,2025-11-06,2025-11-03,Completed,,Engineering Manager
MS00006_053,PRJ00006,Contract Award,Procurement,2025-12-29,2026-01-03,2025-12-29,Completed,,PMO Lead
MS00006_054,PRJ00006,Tender Issued,Procurement,2026-01-05,2026-01-12,2026-01-05,Completed,,PMO Lead
MS00006_055,PRJ00006,Site Mobilisation,Construction,2026-01-24,2026-01-24,,Due,,Engineering Manager
MS00006_056,PRJ00006,Construction Start,Construction,2026-01-30,2026-02-25,,Due,,Stakeholder Manager
MS00006_057,PRJ00006,Equipment Delivered,Procurement,2026-04-10,2026-04-02,,Due,,Stakeholder Manager
MS00006_058,PRJ00006,Land Access Secured,Planning & Consents,2026-04-18,2026-04-29,,Due,,HSE Lead
MS00006_059,PRJ00006,Civils Complete,Construction,2026-05-08,2026-05-15,2026-01-18,Completed,,Commercial Manager
MS00007_001,PRJ00007,Contract Award,Procurement,2024-08-10,2024-08-09,2024-08-02,Completed,,Stakeholder Manager
MS00007_002,PRJ00007,Environmental Surveys Complete,Planning & Consents,2024-09-06,2024-09-02,,Late,Permits/Consents,HSE Lead
MS00007_003,PRJ00007,Planning Approval,Planning & Consents,2024-09-30,2024-10-08,,Late,Permits/Consents,Consents Lead
MS00007_004,PRJ00007,Closeout & Benefits Review,Commissioning,2024-10-20,2024-11-04,2024-11-09,Completed,,Programme Controls
MS00007_005,PRJ00007,Construction Start,Construction,2024-10-29,2024-11-22,2024-11-27,Completed,,PMO Lead
MS00007_006,PRJ00007,Environmental Surveys Complete,Planning & Consents,2024-11-25,2024-11-20,2024-11-20,Completed,,Consents Lead
MS00007_007,PRJ00007,Testing & Commissioning Start,Commissioning,2024-12-15,2024-12-30,2025-01-03,Completed,,Engineering Manager
MS00007_008,PRJ00007,Testing & Commissioning Start,Commissioning,2025-01-24,2025-02-02,2025-01-22,Completed,,Consents Lead
MS00007_009,PRJ00007,Closeout & Benefits Review,Commissioning,2025-01-28,2025-01-16,2025-01-11,Completed,,Stakeholder Manager
MS00007_010,PRJ00007,Planning Approval,Planning & Consents,2025-03-19,2025-04-24,2025-04-12,Completed,,Commercial Manager
MS00007_011,PRJ00007,Foundation Complete,Construction,2025-03-22,2025-03-10,2025-03-16,Completed,,Engineering Manager
MS00007_012,PRJ00007,Contract Award,Procurement,2025-05-01,2025-05-14,2025-05-14,Completed,,Construction Manager
MS00007_013,PRJ00007,Testing & Commissioning Start,Commissioning,2025-05-01,2025-05-13,2025-05-14,Completed,,HSE Lead
MS00007_014,PRJ00007,Detailed Design Complete,Design,2025-05-06,2025-05-16,2025-05-11,Completed,,Commercial Manager
MS00007_015,PRJ00007,Handover to Operations,Commissioning,2025-05-14,2025-05-12,2025-05-11,Completed,,PMO Lead
MS00007_016,PRJ00007,Contract Award,Procurement,2025-05-18,2025-06-06,2025-06-06,Completed,,Commercial Manager
MS00007_017,PRJ00007,Long-lead Equipment Ordered,Procurement,2025-06-15,2025-06-03,2025-06-08,Completed,,PMO Lead
MS00007_018,PRJ00007,Site Mobilisation,Construction,2025-06-26,2025-07-01,,Late,Permits/Consents,Engineering Manager
MS00007_019,PRJ00007,Energisation,Commissioning,2025-06-26,2025-06-23,2025-06-25,Completed,,PMO Lead
MS00007_020,PRJ00007,Planning Submission,Planning & Consents,2025-06-27,2025-06-22,2025-06-28,Completed,,Programme Controls
MS00007_021,PRJ00007,Equipment Delivered,Procurement,2025-06-27,2025-07-10,2025-07-07,Completed,,Construction Manager
MS00007_022,PRJ00007,Testing & Commissioning Start,Commissioning,2025-06-29,2025-07-22,,Late,Permits/Consents,PMO Lead
MS00007_023,PRJ00007,Site Mobilisation,Construction,2025-06-29,2025-06-30,2025-07-08,Completed,,Stakeholder Manager
MS00007_024,PRJ00007,Concept Design Complete,Design,2025-07-14,2025-08-01,2025-08-03,Completed,,Stakeholder Manager
MS00007_025,PRJ00007,Construction Start,Construction,2025-07-27,2025-08-03,2025-07-30,Completed,,Engineering Manager
MS00007_026,PRJ00007,Site Mobilisation,Construction,2025-07-29,2025-07-21,2025-07-17,Completed,,Construction Manager
MS00007_027,PRJ00007,Civils Complete,Construction,2025-08-16,2025-08-18,2025-08-22,Completed,,PMO Lead
MS00007_028,PRJ00007,Site Mobilisation,Construction,2025-08-26,2025-08-27,2025-08-21,Completed,,Stakeholder Manager
MS00007_029,PRJ00007,Closeout & Benefits Review,Commissioning,2025-09-10,2025-09-05,2025-09-19,Completed,,Consents Lead
MS00007_030,PRJ00007,Construction Start,Construction,2025-09-19,2025-10-02,,Late,Permits/Consents,Engineering Manager
MS00007_031,PRJ00007,Equipment Delivered,Procurement,2025-11-10,2025-11-20,2025-11-20,Completed,,Consents Lead
MS00007_032,PRJ00007,Stakeholder Engagement Plan,Planning & Consents,2025-11-23,2025-11-11,2025-11-10,Completed,,PMO Lead
MS00007_033,PRJ00007,Site Mobilisation,Construction,2025-12-06,2025-11-24,2025-11-18,Completed,,PMO Lead
MS00007_034,PRJ00007,Land Access Secured,Planning & Consents,2026-02-28,2026-03-13,2026-01-18,Completed,,Consents Lead
MS00007_035,PRJ00007,Primary Plant Installed,Construction,2026-03-26,2026-03-19,,Due,,Consents Lead
MS00007_036,PRJ00007,Planning Approval,Planning & Consents,2026-04-03,2026-04-14,2026-01-18,Completed,,Engineering Manager
MS00007_037,PRJ00007,Handover to Operations,Commissioning,2026-04-23,2026-05-11,,Due,,Programme Controls
MS00007_038,PRJ00007,Detailed Design Complete,Design,2026-05-20,2026-05-08,,Due,,PMO Lead
MS00007_039,PRJ00007,Contract Award,Procurement,2026-05-31,2026-05-19,,Due,,Stakeholder Manager
MS00007_040,PRJ00007,Planning Approval,Planning & Consents,2026-06-04,2026-07-07,,Due,,HSE Lead
MS00007_041,PRJ00007,Environmental Surveys Complete,Planning & Consents,2026-06-09,2026-06-21,,Due,,Construction Manager
MS00007_042,PRJ00007,As-built Documentation Complete,Commissioning,2026-06-22,2026-06-21,,Due,,Consents Lead
MS00007_043,PRJ00007,Concept Design Complete,Design,2026-08-07,2026-07-29,,Due,,PMO Lead
MS00007_044,PRJ00007,Equipment Delivered,Procurement,2026-08-22,2026-08-20,,Due,,Engineering Manager
MS00007_045,PRJ00007,Closeout & Benefits Review,Commissioning,2026-08-26,2026-08-14,,Due,,Programme Controls
MS00007_046,PRJ00007,Construction Start,Construction,2026-08-30,2026-09-19,,Due,,Stakeholder Manager
MS00007_047,PRJ00007,Route / Solution Selection,Planning & Consents,2026-10-03,2026-09-27,,Due,,Engineering Manager
MS00007_048,PRJ00007,Design Freeze,Design,2026-10-05,2026-10-28,,Due,,PMO Lead
MS00008_001,PRJ00008,Contract Award,Procurement,2025-05-26,2025-06-23,2025-06-25,Completed,,PMO Lead
MS00008_002,PRJ00008,Land Access Secured,Planning & Consents,2025-07-26,2025-07-14,,Late,Land Access/Wayleaves,Engineering Manager
MS00008_003,PRJ00008,Site Mobilisation,Construction,2025-07-27,2025-07-22,2025-07-19,Completed,,Stakeholder Manager
MS00008_004,PRJ00008,Planning Submission,Planning & Consents,2025-07-28,2025-07-23,2025-07-19,Completed,,Consents Lead
MS00008_005,PRJ00008,Civils Complete,Construction,2025-08-15,2025-08-20,2025-08-22,Completed,,Construction Manager
MS00008_006,PRJ00008,Testing & Commissioning Start,Commissioning,2025-09-23,2025-09-28,,Late,Land Access/Wayleaves,Consents Lead
MS00008_007,PRJ00008,Planning Submission,Planning & Consents,2025-10-13,2025-12-06,,Late,Land Access/Wayleaves,Stakeholder Manager
MS00008_008,PRJ00008,Long-lead Equipment Ordered,Procurement,2025-10-31,2025-10-20,2025-10-25,Completed,,PMO Lead
MS00008_009,PRJ00008,Foundation Complete,Construction,2025-11-19,2025-11-29,2025-11-29,Completed,,HSE Lead
MS00008_010,PRJ00008,Stakeholder Engagement Plan,Planning & Consents,2025-11-23,2025-12-09,,Late,Land Access/Wayleaves,HSE Lead
MS00008_011,PRJ00008,Tender Issued,Procurement,2025-12-03,2025-12-09,2025-12-11,Completed,,PMO Lead
MS00008_012,PRJ00008,Concept Design Complete,Design,2025-12-12,2025-12-20,2025-12-20,Completed,,Construction Manager
MS00008_013,PRJ00008,Route / Solution Selection,Planning & Consents,2025-12-17,2025-12-06,2025-12-16,Completed,,Construction Manager
MS00008_014,PRJ00008,Testing & Commissioning Start,Commissioning,2026-01-29,2026-02-06,,Due,,HSE Lead
MS00008_015,PRJ00008,Contract Award,Procurement,2026-02-01,2026-02-15,,Due,,Construction Manager
MS00008_016,PRJ00008,Secondary / Protection Installed,Construction,2026-02-12,2026-02-23,,Due,,Engineering Manager
MS00008_017,PRJ00008,Construction Start,Construction,2026-04-04,2026-04-19,,Due,,Programme Controls
MS00008_018,PRJ00008,Handover to Operations,Commissioning,2026-05-25,2026-06-23,2026-01-18,Completed,,Consents Lead
MS00008_019,PRJ00008,Closeout & Benefits Review,Commissioning,2026-06-30,2026-07-21,,Due,,Consents Lead
MS00008_020,PRJ00008,Construction Start,Construction,2026-07-12,2026-07-19,,Due,,Consents Lead
MS00008_021,PRJ00008,Energisation,Commissioning,2026-07-23,2026-07-11,,Due,,Consents Lead
MS00008_022,PRJ00008,Contract Award,Procurement,2026-08-02,2026-07-29,,Due,,PMO Lead
MS00008_023,PRJ00008,Testing & Commissioning Start,Commissioning,2026-08-08,2026-08-10,,Due,,Consents Lead
MS00008_024,PRJ00008,Contract Award,Procurement,2026-08-30,2026-09-09,,Due,,Engineering Manager
MS00008_025,PRJ00008,Equipment Delivered,Procurement,2026-08-31,2026-08-29,,Due,,Engineering Manager
MS00008_026,PRJ00008,Land Access Secured,Planning & Consents,2026-09-23,2026-09-14,2026-01-18,Completed,,Engineering Manager
MS00008_027,PRJ00008,Closeout & Benefits Review,Commissioning,2026-10-04,2026-09-22,,Due,,Programme Controls
MS00008_028,PRJ00008,Foundation Complete,Construction,2026-10-26,2026-10-14,2026-01-18,Completed,,Consents Lead
MS00008_029,PRJ00008,Detailed Design Complete,Design,2026-12-13,2026-12-15,,Due,,Construction Manager
MS00008_030,PRJ00008,Planning Approval,Planning & Consents,2026-12-23,2026-12-11,2026-01-18,Completed,,Commercial Manager
MS00008_031,PRJ00008,Tender Issued,Procurement,2026-12-31,2026-12-21,,Due,,HSE Lead
MS00008_032,PRJ00008,Planning Approval,Planning & Consents,2027-01-03,2027-01-03,,Due,,Construction Manager
MS00008_033,PRJ00008,Energisation,Commissioning,2027-01-16,2027-01-04,,Due,,Engineering Manager
MS00008_034,PRJ00008,Handover to Operations,Commissioning,2027-01-20,2027-02-01,,Due,,Engineering Manager
MS00008_035,PRJ00008,Energisation,Commissioning,2027-01-21,2027-02-08,2026-01-18,Completed,,Consents Lead
MS00008_036,PRJ00008,Design Freeze,Design,2027-02-10,2027-02-07,2026-01-18,Completed,,Stakeholder Manager
MS00008_037,PRJ00008,Concept Design Complete,Design,2027-02-11,2027-02-10,,Due,,Consents Lead
MS00008_038,PRJ00008,Stakeholder Engagement Plan,Planning & Consents,2027-03-29,2027-04-13,,Due,,PMO Lead
MS00008_039,PRJ00008,Primary Plant Installed,Construction,2027-04-19,2027-04-14,,Due,,PMO Lead
MS00008_040,PRJ00008,Detailed Design Complete,Design,2027-04-25,2027-04-18,,Due,,Stakeholder Manager
MS00008_041,PRJ00008,Handover to Operations,Commissioning,2027-06-15,2027-07-10,,Due,,Stakeholder Manager
MS00008_042,PRJ00008,Detailed Design Complete,Design,2027-06-25,2027-07-15,,Due,,Programme Controls
MS00008_043,PRJ00008,Construction Start,Construction,2027-07-07,2027-07-23,,Due,,Commercial Manager
MS00008_044,PRJ00008,As-built Documentation Complete,Commissioning,2027-07-13,2027-08-03,,Due,,HSE Lead
MS00008_045,PRJ00008,Planning Approval,Planning & Consents,2027-07-22,2027-07-10,,Due,,Construction Manager
MS00008_046,PRJ00008,Long-lead Equipment Ordered,Procurement,2027-08-02,2027-08-30,,Due,,Engineering Manager
MS00008_047,PRJ00008,Long-lead Equipment Ordered,Procurement,2027-08-16,2027-08-28,,Due,,PMO Lead
